f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,num,validation
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),135,0.823734607348
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),135,0.823734607348
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),135,0.823734607348
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),135,0.823734607348
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),135,0.823734607348
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),137,0.821381473076
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),137,0.821381473076
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),137,0.821381473076
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),137,0.821381473076
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),137,0.821381473076
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),136,0.81622854742
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),136,0.81622854742
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),136,0.81622854742
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),136,0.81622854742
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),136,0.81622854742
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),133,0.812824120874
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),133,0.812824120874
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),133,0.812824120874
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),133,0.812824120874
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),133,0.812824120874
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),房地产住宅投资(亿元),138,0.805921488519
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),房地产住宅投资(亿元),138,0.805921488519
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),房地产住宅投资(亿元),138,0.805921488519
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),房地产住宅投资(亿元),138,0.805921488519
房地产住宅投资(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),房地产住宅投资(亿元),138,0.805921488519
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),鲜菜类居民消费价格指数(上年=100),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),148,0.803878171518
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),鲜菜类居民消费价格指数(上年=100),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),148,0.803878171518
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),鲜菜类居民消费价格指数(上年=100),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),148,0.803878171518
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),鲜菜类居民消费价格指数(上年=100),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),148,0.803878171518
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),鲜菜类居民消费价格指数(上年=100),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),148,0.803878171518
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),129,0.799841473012
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),129,0.799841473012
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),129,0.799841473012
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),129,0.799841473012
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),129,0.799841473012
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),固定资产投资(不含农户)(亿元),初中学校数(所),地方财政医疗卫生支出(亿元),130,0.798773557519
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),固定资产投资(不含农户)(亿元),初中学校数(所),地方财政医疗卫生支出(亿元),130,0.798773557519
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),固定资产投资(不含农户)(亿元),初中学校数(所),地方财政医疗卫生支出(亿元),130,0.798773557519
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),固定资产投资(不含农户)(亿元),初中学校数(所),地方财政医疗卫生支出(亿元),130,0.798773557519
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),固定资产投资(不含农户)(亿元),初中学校数(所),地方财政医疗卫生支出(亿元),130,0.798773557519
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),147,0.797289280102
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),147,0.797289280102
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),147,0.797289280102
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),147,0.797289280102
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),147,0.797289280102
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),132,0.789240005741
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),132,0.789240005741
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),132,0.789240005741
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),132,0.789240005741
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),132,0.789240005741
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),128,0.788699615547
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),128,0.788699615547
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),128,0.788699615547
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),128,0.788699615547
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),初中学校数(所),地方财政医疗卫生支出(亿元),128,0.788699615547
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),146,0.781406819558
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),146,0.781406819558
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),146,0.781406819558
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),146,0.781406819558
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),基层医疗卫生机构床位数(万张),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),146,0.781406819558
地方财政医疗卫生支出(亿元),博物馆参观人次(万人次),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),142,0.781053840124
地方财政医疗卫生支出(亿元),博物馆参观人次(万人次),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),142,0.781053840124
地方财政医疗卫生支出(亿元),博物馆参观人次(万人次),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),142,0.781053840124
地方财政医疗卫生支出(亿元),博物馆参观人次(万人次),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),142,0.781053840124
地方财政医疗卫生支出(亿元),博物馆参观人次(万人次),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),142,0.781053840124
地方财政医疗卫生支出(亿元),普通小学教职工数(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),145,0.775148822867
地方财政医疗卫生支出(亿元),普通小学教职工数(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),145,0.775148822867
地方财政医疗卫生支出(亿元),普通小学教职工数(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),145,0.775148822867
地方财政医疗卫生支出(亿元),普通小学教职工数(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),145,0.775148822867
地方财政医疗卫生支出(亿元),普通小学教职工数(万人),普通高等学校无职称专任教师数(万人),菜类商品零售价格指数(上年=100),中等职业学校预计毕业生数(万人),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),客运量(万人),地方财政医疗卫生支出(亿元),145,0.775148822867
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),村民委员会数(个),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),内资房地产开发企业个数(个),地方财政医疗卫生支出(亿元),131,0.77461996102
地方财政医疗卫生支出(亿元),建筑业城镇单位就业人员(万人),普通高等学校无职称专任教师数(万人),村民委员会数(个),政府办医院病床使用率(%),中国公民收养登记数(件),艺术表演团体演出场次(万场次),房地产开发企业其他用途新开工房屋面积(万平方米),内资房地产开发企业个数(个),地方财政医疗卫生支出(亿元),131,0.77461996102
